Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
5/20/2014,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,JPMORGAN CHASE & CO.,OR,97302,,N/A,Web,5/20/2014,Closed with explanation,Yes,No,860606
4/10/2014,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,WELLS FARGO & COMPANY,NY,11229,,N/A,Web,4/10/2014,Closed with explanation,Yes,No,802486
3/20/2012,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,WELLS FARGO & COMPANY,TX,75007,,N/A,Phone,3/20/2012,Closed without relief,Yes,No,37300
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
8/26/2015,Credit card,,Other,,,Company chooses not to provide a public response,WELLS FARGO & COMPANY,WV,26505,,N/A,Referral,9/4/2015,Closed with explanation,Yes,No,1537687
4/7/2017,Credit card,,APR or interest rate,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",AZ,85296,,N/A,Referral,4/7/2017,Closed with monetary relief,Yes,No,2425048
2/10/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,,,"Pinnacle Credit Services, LLC",NJ,8817,,N/A,Web,2/10/2015,Closed with explanation,Yes,No,1233033
12/17/2015,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,"Alpine Credit, Inc",CO,80017,,Consent not provided,Web,12/17/2015,Closed with explanation,No,No,1706577
1/19/2017,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Received bad information about my loan,,,"Navient Solutions, LLC.",OH,44321,Servicemember,Consent not provided,Web,1/19/2017,Closed with explanation,Yes,No,2298421
1/13/2014,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,OCWEN LOAN SERVICING LLC,GA,30152,,N/A,Web,1/13/2014,Closed with explanation,Yes,Yes,666162
8/1/2014,Credit card,,APR or interest rate,,,,WELLS FARGO & COMPANY,CA,94122,Older American,N/A,Web,8/1/2014,Closed with non-monetary relief,Yes,No,964234
6/14/2016,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AZ,85257,Older American,N/A,Referral,6/16/2016,Closed with explanation,Yes,No,1969188
8/20/2015,Credit card,,Identity theft / Fraud / Embezzlement,,,,"CITIZENS FINANCIAL GROUP, INC.",NJ,8318,,Consent not provided,Web,8/20/2015,Closed with explanation,Yes,No,1528840
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
8/25/2015,Consumer Loan,Installment loan,Taking out the loan or lease,,"I received dental procedures and the office manager explained how much it would cost and advised that my insurance would pay for the majority of the procedure given. I only received a XXXX and a XXXX, which cost almost {$10000.00}. It was my understanding that I only needed additional money to complete additional XXXX services, therefore, I was advised to sign up for Care Credit. I really did n't understand the way it was explained to me and the office manager called my mother over the phone to co-sign. The way it was explained was too complicated and not easily understood by me or my mother. I thought that the Care Credit would only be used for future XXXX services, but come to find out that not only was all of my health insurance benefits used, but also the full balance of the Care Credit card. Now, my mother and I have a judgment on our credit for the full balance of the Care Credit card, because I could not afford the payments and I was sued. I did n't understand how much the payments would be, nor the total amount that would be used. The office manager never gave me a copy of the documents either.",,SYNCHRONY FINANCIAL,TN,374XX,,Consent provided,Web,9/1/2015,Closed with explanation,Yes,No,1535285
6/18/2014,Debt collection,Credit card,Communication tactics,Called after sent written cease of comm,,,ENCORE CAPITAL GROUP INC.,DE,19947,Older American,N/A,Web,6/18/2014,Closed with non-monetary relief,Yes,No,900249
1/25/2012,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,79902,,N/A,Web,1/26/2012,Closed without relief,Yes,Yes,11621
6/10/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Company believes it acted appropriately as authorized by contract or law,JPay Inc.,CA,93960,,N/A,Postal mail,6/14/2016,Closed,Yes,No,1964349
10/7/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,I wrote Equifax over 6 weeks ago. They have not responded to my request for an investigation.,,"EQUIFAX, INC.",SC,293XX,,Consent provided,Web,10/7/2016,Closed with explanation,Yes,No,2151578
3/10/2017,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",WA,98532,"Older American, Servicemember",N/A,Fax,3/14/2017,Closed with explanation,Yes,No,2381695
1/12/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"CARRINGTON MORTGAGE SERVICES, LLC",MA,2302,,N/A,Referral,1/14/2016,Closed with explanation,Yes,No,1739551
,,,,,,,,,,,,,,,,,
1/8/2015,Bank account or service,Checking account,"Account opening, closing, or management",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33426,,N/A,Web,1/12/2015,Closed with monetary relief,Yes,No,1185862
4/3/2017,Bank account or service,Checking account,Deposits and withdrawals,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",WA,98052,,N/A,Referral,4/4/2017,Closed with explanation,Yes,No,2416625
8/20/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",HI,96732,,N/A,Referral,8/25/2014,Closed with explanation,Yes,Yes,993459
9/6/2013,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,"Dynamic Recovery Solutions, LLC",MO,64110,,N/A,Phone,9/6/2013,Closed with explanation,Yes,No,517631
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
7/10/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Caliber Home Loans, Inc.",PA,18940,,Consent not provided,Web,7/10/2016,Closed with non-monetary relief,Yes,No,2005404
12/9/2015,Money transfers,Domestic (US) money transfer,Other transaction issues,,"Recently, my daughter and I settled on a house she was purchasing for herself and I was selling on behalf of my parents ' estate. My now-deceased father had a reverse mortgage ; so, essentially, my daughter refinanced the home in her name. Throughout the process of my daughter obtaining a loan from her financial lender, the reverse mortgage company and it 's attorneys pursued foreclosure. During the process of attempting to take over the property and without the knowledge of the estate, the reverse mortgage company made a highly unusual payment of taxes on the property. As the personal representative over the estate, I also paid the taxes. I was later informed through the title company that the taxes were current through XXXX 2016 and that the overage would have to be settled on the day of closing. However, instead of the title company XXXX XXXX XXXX XXXX of XXXX XXXX Maryland XXXX remitting a check due back to me as the seller on behalf of the estate, XXXX XXXX XXXX illegally credited the reverse mortgage company money including part of what the estate had paid. In an email message to the reverse mortgage company requesting the refund due to the estate, I copied the title company. The title company 's representative was very rude responding to the message. However, in her rude response, she states that the money is/was due to the seller. XXXX XXXX in representing XXXX XXXX XXXX used her position at the company to require my daughter to send money to XXXX XXXX in order to close on the desired property. She also used her position to illegally falsify documents in order to credit the reverse mortgage company and finally made an unauthorized wire of funds to the reverse mortgage company that was due to the seller/estate. The actions of XXXX XXXX Company and/or it 's representatives lead me to question how many times they have falsified documents in hope and anticipation of the seller and buyer 's lack of knowledge. Please address this current issue with XXXX XXXX Company. Additionally, an audit of their previous records and dealings should be conducted.",,PNC Bank N.A.,MD,207XX,,Consent provided,Web,12/9/2015,Closed with explanation,Yes,No,1688961
3/14/2016,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AL,36420,Servicemember,N/A,Phone,3/14/2016,Closed with explanation,Yes,Yes,1831691
12/30/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"I was late on my mortgage payments and decided to sell my property, however I have a XXXX tax lien hold that I have been trying to clear form IRS as a lien hold on my house, NOW that I have finally fixed the issue and have a buyer that will buy my house AS IS, the lender Wells Fargo is NOT being cooperative and taking too long for the process plus they have put me in FORECLOSURE status and NOT willing to extend my DUE date of XXXX XXXX 2016 ... On top of HOLIDAYS!!",Company chooses not to provide a public response,WELLS FARGO & COMPANY,AZ,850XX,,Consent provided,Web,12/30/2015,Closed with explanation,Yes,No,1723060
7/19/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CT,6001,Older American,N/A,Postal mail,7/20/2016,Closed with non-monetary relief,Yes,No,2020523
,,,,,,,,,,,,,,,,,
3/28/2016,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,Requested a payoff quote by fax and certified mail over 30 days ago. Will not provide.,,"CITIBANK, N.A.",WY,829XX,,Consent provided,Web,3/30/2016,Closed with non-monetary relief,Yes,No,1853003
4/5/2017,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MD,20746,,N/A,Referral,4/6/2017,Closed with non-monetary relief,Yes,No,2421775
,,,,,,,,,,,,,,,,,
4/29/2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MI,49505,,N/A,Web,4/29/2014,Closed with explanation,Yes,Yes,829051
2/6/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CT,6320,,N/A,Referral,2/8/2012,Closed without relief,Yes,No,21505
4/4/2017,Credit card,,Identity theft / Fraud / Embezzlement,,,,DISCOVER BANK,NJ,8902,,N/A,Referral,4/5/2017,Closed with explanation,Yes,No,2418794
4/4/2012,Bank account or service,Checking account,"Account opening, closing, or management",,,,TD BANK US HOLDING COMPANY,NY,10309,,N/A,Email,4/25/2012,Closed without relief,Yes,No,37224
10/13/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,,,"Wilber and Associates, P.C.",NY,10801,Servicemember,Consent not provided,Web,10/13/2016,Closed with explanation,Yes,No,2158698
11/1/2012,Bank account or service,Checking account,Deposits and withdrawals,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30122,,N/A,Web,11/5/2012,Closed with explanation,Yes,No,182479
4/8/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,60074,,N/A,Referral,4/10/2014,Closed with explanation,Yes,No,798528
5/17/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11501,,N/A,Referral,5/18/2012,Closed without relief,Yes,No,82678
3/14/2014,Credit card,,Other,,,,WELLS FARGO & COMPANY,,,,N/A,Fax,3/19/2014,Closed with monetary relief,Yes,No,768058
5/9/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Old information reappears or never goes away,,,"EQUIFAX, INC.",PA,17019,,N/A,Postal mail,5/10/2017,Closed with explanation,Yes,N/A,2480232
9/9/2014,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,32926,,N/A,Web,9/9/2014,Closed with explanation,Yes,No,1020883
9/5/2012,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",HI,96707,,N/A,Web,9/7/2012,Closed with explanation,Yes,No,147148
,,,,,,,,,,,,,,,,,
3/16/2016,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"The first communication that I received from the debt collector was a court summons delivered to my mother in laws home. I received the summons in hand a week later from her. The summons stated that i alledgedly owed money to the debt collector. There was no advisement that I had the right to dispute the debt and that I had 30 days to demand that the debt collector validate the debt. I then attempted to demand validation of the debt after doing online research. i sent a certified letter 9 days ago on XXXX XXXX, 2016. The post office told me today, XXXX XXXX, 2016 at approximately XXXX XXXX that the certified letter had been attempted to be delivered on XXXX XXXX, 2016 ( 2 days after I mailed it ) but was not accepted by the debt collector. So as of today, XXXX XXXX, 2016 I am withoyut knowledge or information sufficient to form an opinion as to the truth and accuracy of the claim and based on that i deny generally and specifically the claim of debt to this collector.",,"Blatt, Hasenmiller, Leibsker & Moore, LLC",IN,474XX,Servicemember,Consent provided,Web,3/16/2016,Closed with explanation,Yes,No,1835828
8/5/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NC,27377,,N/A,Referral,8/8/2013,Closed with explanation,Yes,No,474128
3/20/2016,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,,Company believes it acted appropriately as authorized by contract or law,BYL Collection Services,DE,19808,,Consent not provided,Web,3/21/2016,Closed with explanation,Yes,No,1840674
